x;y;dbmsnr;hzbnr01;typ
212467,83;352724,35;7004043;346387;gw
590789,37;367683,54;6003702;361154;gw
636662,26;476770,27;3002852;331629;gw
233708,15;379210,79;7004122;346684;gw
586483,56;346246,22;6003238;349480;gw
313438,62;411601,89;7004175;346775;gw
641598,57;500674,26;3002413;304550;gw
469969,44;480076,19;4002393;316760;gw
417210,24;424527,83;4003161;344168;gw
632487,13;459614,59;11002053;317321;gw
255908,4;375284,53;7002306;346361;gw
458848,16;476351,91;4002299;314336;gw
459527,65;475135,97;4002760;375402;gw
510098,84;367437,44;6002004;309948;gw
483732,75;409394,53;6003560;356477;gw
557666,03;313739,67;6003580;356667;gw
478230,31;485030,37;4002457;323576;gw
323837,01;417359,86;7002293;346288;gw
580471,6;315238,89;6002478;325738;gw
459104,01;491134,39;4002025;306829;gw
284499,99;389260,01;7002122;334441;gw
138562,42;393407,15;8002170;327874;gw
631881,95;459188,67;11002054;317339;gw
374645;440624,88;5002079;321117;gw
472265,8;483046,84;4002917;377325;gw
379727,44;483145,14;4002518;324202;gw
616317,6;500847,22;3002312;303545;gw
453444,7;474910,03;4002117;307744;gw
514855,85;372139,91;6003409;349068;gw
321351,86;402704,33;7004644;358416;gw
597564,54;366329,93;6003445;349696;gw
453138,72;473128,53;4002851;376319;gw
661478,46;527194,29;3002772;327312;gw
629703,53;486123,65;9002117;313205;gw
290111,26;379937,93;7002079;331009;gw
613860,9;500273,24;3002321;303636;gw
142094,78;356607,1;8002452;379123;gw
458879,88;475870,53;4002950;375527;gw
622743,94;483319,15;9002191;333666;gw
608634,91;341119,27;6003141;343475;gw
601653,5;315140,91;6003322;343012;gw
633293,51;481893,17;9002227;341354;gw
117726,79;404767,61;8002140;327536;gw
630266,67;484378,05;9002218;341172;gw
272928,46;380176,18;7002029;330506;gw
615337,77;451850,9;3002048;300699;gw
455568,15;401700,31;6002782;336792;gw
521929,55;388170,9;6003269;340919;gw
564158,19;343320,69;6002760;336578;gw
566554,37;335291,76;6002731;336289;gw
197264,36;355467,07;7004868;371484;gw
331451,04;316831,32;7004554;370783;gw
223054,95;378060,83;7002185;339093;gw
585914,73;317560,6;6002577;329235;gw
633403,85;497422,53;3002606;317230;gw
636836,37;360816,19;1002203;326447;gw
489874,22;482043,9;3002222;302646;gw
453010,07;473646,18;4002979;376376;gw
461926,78;292511,87;2002114;338236;gw
556502,64;350657,6;6003632;358648;gw
331570,32;317033,16;7004891;360495;gw
125175,78;372488,36;8002046;321562;gw
591273,48;343499,72;6003135;343582;gw
460025,64;476515,27;4002948;375386;gw
188363,59;403861,11;7004320;342691;gw
254426,07;375370,45;7002203;339275;gw
418678,13;456941,07;4002582;324848;gw
381776,88;424517,87;5002043;320747;gw
477232,31;474827,52;4002553;324558;gw
554230,31;327318,15;6003473;349829;gw
445822,45;301961,35;2002125;338475;gw
495440,74;477566,16;3002169;302117;gw
589432,17;469377,55;3002842;331520;gw
392274,89;483032,21;4003225;344473;gw
405912,9;387414,84;5002417;357947;gw
609793,05;390865,67;1002211;335026;gw
463833,69;491857,81;4003069;374611;gw
405153,62;387359,62;5002418;357939;gw
131474,76;413568,71;8002405;327775;gw
474108,79;308409,53;2002157;338160;gw
471401,27;481042,8;4003345;359570;gw
641257,52;443750,99;1002418;345850;gw
561296,32;344794,03;6002608;329557;gw
601673,36;342142,18;6003137;343608;gw
621098,65;449380,31;3002732;326918;gw
124474,33;398198,67;8002203;328211;gw
458222,43;475934,94;4002955;375725;gw
442085,9;465806,18;4002997;376855;gw
495299,14;461056,53;3002907;337170;gw
606408,51;396528,44;6003503;356246;gw
661434,17;442007,68;1002051;306001;gw
639271,83;493480,93;3002416;304584;gw
441057,7;465804,96;4003094;374389;gw
460483,44;476180,4;4002757;375360;gw
514231,91;325385,06;2002351;351668;gw
635267,84;458552,79;11002080;326546;gw
122819;374175,45;8002034;321448;gw
473382,74;489864,92;4002502;324046;gw
485425,42;467406,62;3002761;327205;gw
531710,41;475889,44;3002247;302893;gw
563829,52;343152,97;6003260;340828;gw
508279,15;366639,16;6002238;314906;gw
606051,13;310797,29;6002697;332940;gw
669598,58;452194,94;1002141;316166;gw
129384,5;404872,38;8002105;322180;gw
297283,33;398378,31;7005012;360993;gw
300604,02;399001,63;7002132;334540;gw
564924,84;334145,54;6002327;318428;gw
473122,04;506687,18;4003290;344853;gw
519337,26;547097,54;3002920;337303;gw
451143,72;398186,27;6002681;332783;gw
593273,95;491178,27;3002373;304154;gw
485825,46;476647,84;3002762;327213;gw
457905,12;474412,41;4002841;375840;gw
254592,13;376273,03;7004754;371336;gw
486892,88;399517,03;6003589;356725;gw
593466,78;363506,68;6003452;349548;gw
450973,21;496061,64;4002051;307082;gw
499393,09;367964,19;6002829;340216;gw
620863,26;477848,94;9002151;330134;gw
463640,79;491976,2;4003042;374652;gw
298666,63;397846,77;7002221;339465;gw
559902,36;480303,65;3002895;337055;gw
189774,88;388699,39;7004278;342303;gw
638603,71;524929,88;3002881;331918;gw
288661,57;385517,85;7005014;360909;gw
560420,08;354733,05;6002623;329706;gw
479094,25;486700,56;4002671;376467;gw
445206,77;393028,96;6002778;336750;gw
459562,1;481633,66;4003337;359554;gw
641777,92;440026,35;1002119;313387;gw
650907,32;482747,49;3002415;304576;gw
677662,49;475163,33;1002464;353565;gw
123548,66;391540,48;8002189;328062;gw
586502,95;314264,7;6003366;349241;gw
518557,48;470361,02;3002725;326843;gw
458748,49;444003,07;4002588;324905;gw
454584,2;474782,8;4002972;376137;gw
439281,05;465434,54;4003008;374462;gw
468928,12;480171,77;4002738;375410;gw
434314,73;296169,56;2002276;338384;gw
631162,99;487943,86;9002088;312918;gw
121045,36;379547,61;8002372;327643;gw
384470,29;408181,48;5002272;355214;gw
438158,58;464031,33;4003018;374769;gw
574108,14;532550,54;3002870;331801;gw
509796,66;390498,34;6002791;336883;gw
389841,85;396729,78;5002456;361329;gw
570395,05;324304,01;6002747;336446;gw
131281,93;369028,87;8002075;321851;gw
442022,34;452633,1;4002577;324798;gw
337833,89;376618,06;5002275;347997;gw
461716,2;493230,77;4002045;307025;gw
332495,03;403962,11;7002292;346213;gw
658837,33;537006,89;3002832;331421;gw
142702,12;389194,85;8002251;332270;gw
560455,37;339201,47;6002544;328906;gw
287349,08;388158,35;7004201;370429;gw
622391,73;498498,06;3002283;303255;gw
129284,2;405689,76;8002430;378919;gw
670907,43;480540,28;3002500;305458;gw
673611,12;429046,11;1002224;335158;gw
593527,56;365275,74;6003453;349514;gw
625487,03;528897,26;3002880;331900;gw
617446,81;384083,77;1002355;345454;gw
365309,42;454468,71;5002077;321091;gw
644274,03;416674,09;1002376;345645;gw
676653,56;473148,13;1002264;335562;gw
628382,6;488255,71;9002073;312769;gw
560878,31;467092,88;3002752;327114;gw
262084,78;377280,31;7004601;358234;gw
652898,76;462377,19;3002155;301960;gw
381521,61;427467,43;5002030;320614;gw
456037,87;489124,32;4002309;314435;gw
448986,11;514337,04;4003186;344259;gw
311086,64;393319,2;7002281;346155;gw
472384,52;301322,32;2900043;360032;gw
482486,07;475996,21;4003268;344721;gw
528444,26;472190,22;3002695;323006;gw
566667,86;328865,47;6002302;315549;gw
609399,86;494805,41;3002742;327015;gw
626114,92;479929,18;9002197;333781;gw
134761,02;365680,61;8002272;347187;gw
505669,1;366468,58;6002323;318386;gw
230847,11;381482,87;7002140;334623;gw
476765,8;303786,39;2002093;318105;gw
672612,37;451220,18;1002322;345215;gw
465378,57;407552,32;6003478;349902;gw
550912,14;332486,5;6003300;343095;gw
604806,91;385808,85;1002210;335018;gw
433913,8;390833,15;6002679;332767;gw
509133,15;307329,2;2002280;338483;gw
444619,95;353139,25;6003324;343681;gw
339865,32;343126,9;7004232;346973;gw
627207,52;483346,48;9002025;312280;gw
564801,34;339922,12;6003273;372219;gw
612498,85;440347,38;3002731;326900;gw
364375,1;390938,84;5002449;358077;gw
563125,55;337977,81;6002638;329854;gw
473473,84;488859,24;4002499;324012;gw
632307,26;458927,63;11002052;317313;gw
470113,08;485939,29;4002907;377846;gw
641095,79;477768,78;9002311;350330;gw
380432,59;424274,29;5002041;320721;gw
669424,54;470476,8;3002931;337360;gw
647402,63;498881,14;3002575;315580;gw
548802,16;484364,31;3002666;322719;gw
509296,29;306499,55;2002281;338509;gw
359768,72;325597,76;7004165;370346;gw
560054;480185,47;3002755;327148;gw
552101,19;312607,22;6003577;356634;gw
644120,01;433839,53;1002442;353409;gw
497869,85;483053,15;4002332;314666;gw
631588,82;460814,62;11002075;317545;gw
559365,48;354323,26;6002032;310227;gw
199808,07;371283,23;7004132;346726;gw
650900,22;484436;3002814;331231;gw
331444,13;403307,47;7004444;353904;gw
559970,05;355534,01;6002432;325274;gw
461382,31;404707,15;6003555;356428;gw
448187,85;461619,1;4002557;324590;gw
473162,1;490044,34;4002885;378356;gw
472833,04;486392,9;4002867;377424;gw
277623,35;385728,89;7004785;359216;gw
579991,08;357679,58;6003132;349498;gw
611789,55;440632,1;3002564;313973;gw
238524,86;382469,5;7004119;346627;gw
617998,06;443495,88;3002634;319301;gw
550035,88;373710,53;6002406;325019;gw
526960,52;383878,79;6002346;318618;gw
586552,82;315385,16;6002587;329342;gw
454038,91;400825,97;6003645;358671;gw
128572,36;394618,62;8002464;379206;gw
562681,91;343364,85;6002448;325431;gw
389344,37;382255,25;5002462;361386;gw
487004,53;326321,64;2002457;354498;gw
122625,55;398333,37;8002204;328229;gw
572877,89;319141,32;6002143;311332;gw
472322,72;487140,05;4002868;377861;gw
467852,16;469905,87;4002564;324665;gw
452708,6;473164,75;4002850;376277;gw
435152,6;358768,28;5002345;355057;gw
277343,25;405800,97;7004912;360669;gw
140514,72;397899,31;8002167;327841;gw
497056,14;482119,08;4002331;314658;gw
117189,31;382570,95;8002125;322388;gw
668901,25;444729,33;1002245;335372;gw
571331,29;325892,75;6002164;311548;gw
461473,42;491075,69;4003070;374710;gw
602005,78;380674,13;6003351;343806;gw
631609,5;498107,64;3003150;359711;gw
472857,51;481662,11;4002913;377226;gw
575757,57;503315,49;3002576;315598;gw
558472,27;336976,24;6002806;340091;gw
405451,49;388005,26;5002419;357970;gw
645084,27;434705,59;1002393;345751;gw
490206,73;479432,39;3002769;327288;gw
638406,19;401023,36;1002282;335778;gw
266933,72;378918,79;7004813;359349;gw
626108,03;489290,92;9002141;330027;gw
444714,08;405084,95;6003497;353367;gw
499016,16;367726,62;6002785;336826;gw
663212,06;537928,15;3002703;326629;gw
219108,68;377007,29;7002268;346023;gw
637110,58;498151,89;3002775;327346;gw
431687,21;390100,27;6002712;336099;gw
636706,05;458520,07;3002108;301465;gw
632975,82;460870,26;11002024;300913;gw
621545,26;486274,29;9002173;333302;gw
610696,75;495806,02;3002407;304493;gw
505057,98;367584,31;6002228;314807;gw
119649,63;389367,61;8002133;322461;gw
495310,54;476149,73;3002168;302109;gw
572083,3;322680,3;6002098;310888;gw
559555,12;341717,78;6002057;310474;gw
140501,72;395987,02;8002165;327825;gw
116814,37;381148,74;8002113;322263;gw
126415,45;406092,42;8002091;322040;gw
407005,63;479210,32;4003189;344291;gw
258074,47;376590,28;7002212;339374;gw
244874,53;375420,56;7005082;361675;gw
117122,82;379198,9;8002471;379271;gw
625937,66;461814,56;3002851;331611;gw
630829,64;474980,35;3002922;337329;gw
473282,54;484273,87;4002923;378653;gw
579168,31;360777,09;6003130;343517;gw
281062,64;387780,85;7002064;330852;gw
578086,15;505474,76;3002584;315671;gw
532027,09;478216,1;3002253;302950;gw
513204,07;367244,01;6003252;340745;gw
439161,54;297163,79;2002018;309732;gw
381595,22;421874,18;5002048;320796;gw
574816,4;316838,91;6002204;311944;gw
438188,6;298921,29;2002010;309658;gw
624398,59;376150,42;1002358;345488;gw
471472,08;481737,46;4002731;376939;gw
474173,8;492126,39;4002420;323196;gw
375121,23;435085,16;5002426;357996;gw
579322,61;317172,55;6002563;329094;gw
115856,5;382322,31;8002007;309419;gw
620718,23;486808,62;9002172;333286;gw
478212,93;317995,15;2002287;338624;gw
576572,76;498207,51;3002400;304428;gw
334734,05;375936,31;5002271;347872;gw
622469,21;481961,89;9002163;333104;gw
356621,7;393541,83;5002505;362111;gw
534930,72;470072,93;3002784;327437;gw
130251,85;410725,58;8002155;327700;gw
500674,36;367159,37;6002830;340232;gw
487085,6;325704,88;2002456;354472;gw
330541,57;316680,87;7005058;371682;gw
485740,4;511538,63;4002590;324921;gw
463467,7;478818,58;4002934;375899;gw
677805,01;459347,53;1002319;345157;gw
644175,4;472838,33;3003148;337501;gw
151480,32;346086,97;8002451;379115;gw
459504,33;478351,39;4002122;307793;gw
204594,22;372087,76;7004103;346528;gw
250783,03;375221,69;7004757;371237;gw
572022,67;331655,83;6002095;310854;gw
474551,76;484367,24;4003144;377879;gw
272680,46;380906,19;7002027;330480;gw
620939,76;481488,61;9002161;333062;gw
491786,74;484299,96;4002221;308783;gw
116160,26;383951,27;8002214;328369;gw
595398,61;322480,32;6003490;353185;gw
602740,3;332043,8;6003051;340562;gw
292317,2;394680,16;7004378;342782;gw
565361,02;320896,78;6002854;340489;gw
615435,42;482620,59;9002162;333088;gw
417094,57;318795,04;2002303;338921;gw
563939,34;333810,46;6002767;336644;gw
393746,3;453505,18;5002409;357962;gw
553352,53;480097,84;3002753;327122;gw
641235,11;476595,61;9002252;341859;gw
130260,92;371413,9;8002042;321521;gw
157834,49;372399,19;8002365;347336;gw
614262,03;428890,73;3002635;319319;gw
289839,95;392817,64;7004775;359174;gw
316691,72;394299,45;7004682;358374;gw
577324,35;316402,26;6002688;332858;gw
677176,93;461861,42;1002400;382572;gw
631052,3;470690,98;3002039;300608;gw
637793,43;455737,03;3002107;301457;gw
556659,89;329625,27;6003664;358812;gw
114523,17;376546,84;8002477;379339;gw
474098,94;301824,48;2002540;354266;gw
504760,01;302344,93;2002164;338186;gw
593783,35;317225,59;6002689;332866;gw
460397,17;489202,17;4002101;307587;gw
607040,67;312430,26;6003379;349365;gw
351699,05;409239,65;5002253;347849;gw
494070,76;484383,02;4002287;314211;gw
477431,63;483845,94;4002370;316539;gw
115392,41;376960,44;8002146;327593;gw
609942,09;354036,37;6003112;343343;gw
401244,69;325692,92;2002068;317842;gw
472259,56;505020,85;4002608;316968;gw
533673,68;383588,66;6003597;356808;gw
653270,45;489309,67;3002482;305276;gw
563091,83;339034,93;6002770;336677;gw
480235,35;457786,2;4003240;344440;gw
537688,7;480882;3002670;322750;gw
569564,08;321254,7;6002815;340281;gw
530556,73;477571,73;3002257;302992;gw
139836,83;358904,06;8002285;347013;gw
310827,31;409117,76;7002246;339762;gw
499545,77;478933,98;4002328;314625;gw
605800;501376,66;3002306;303487;gw
193316,72;395025,67;7002113;334359;gw
633064,33;399263,31;1002462;353540;gw
483976,14;471923,95;4002548;324509;gw
124361,98;390579,3;8002193;328104;gw
551881;341541,23;6002802;340059;gw
470051;484082,57;4002483;323832;gw
450559,71;473886,8;4002296;314302;gw
630190,65;486787,27;9002091;312942;gw
399586,13;317963,97;2002072;317883;gw
513960,11;367611,23;6002240;314922;gw
251975,98;374778,75;7004758;371146;gw
628056,26;487444,21;9002144;330050;gw
211075,06;382798,88;7004155;370239;gw
512339,48;389482,21;6002792;336891;gw
598684,61;342983,28;6002777;336743;gw
472996,82;492525,22;4002703;376749;gw
143213,25;353869,98;8002263;332411;gw
458646,3;490567,63;4003131;374413;gw
339367,47;343916,95;7004230;346932;gw
629210,43;490926,47;9002214;341099;gw
114665,15;384359,15;8002460;379164;gw
632401,09;485603,91;9002225;341313;gw
643734,88;471161,58;3002658;322636;gw
472153,61;481186,92;4002915;377267;gw
329463,79;316492,19;7005061;371658;gw
456658,37;492882,53;4002038;306951;gw
630056,21;459925,12;3002104;301366;gw
390227,55;460053,11;4002538;324400;gw
614550,78;524334,36;3002889;331991;gw
489022,06;410444,16;6003561;356485;gw
286345,21;390388,52;7002282;346163;gw
404906,08;386684,83;5002416;357954;gw
668374,03;463250,98;1002522;353714;gw
602705,13;427885,98;3002128;301663;gw
631693,67;483874,78;9002294;350124;gw
436932,75;461862,01;4003030;375030;gw
551765,94;371986,65;6002413;325084;gw
484067,96;482935,02;4002660;376202;gw
680848,55;452791,43;1002262;335547;gw
307476,42;405644,74;7004451;342873;gw
676269,86;474099,09;3002595;315804;gw
487732,91;296865,68;2900105;360545;gw
617805,36;431250,53;3002045;300665;gw
465337,87;327499,25;2002347;351544;gw
507587,29;364475,99;6002643;329904;gw
473349,12;488128,89;4002496;323972;gw
443896,06;467452,99;4002106;307637;gw
235188,9;378526,55;7002217;339424;gw
568398,02;322100,18;6002739;336362;gw
434778,02;457989,06;4003037;375139;gw
470482,45;482185,49;4002918;377341;gw
660867,43;428030,79;1002492;353607;gw
633999,27;482670,32;9002306;350314;gw
550781,57;372973,03;6003253;340752;gw
603961,38;358653,56;6003447;349704;gw
637899,79;412600,83;1002517;353698;gw
564792,12;339927,77;6002287;315390;gw
637701,55;488205,77;9002102;313056;gw
452219,51;474713,68;4002978;376335;gw
483966,75;508567,59;4002595;317008;gw
168289,94;364045,36;7004728;359083;gw
386475,15;413258,82;5002012;319939;gw
499014,19;475608,01;4002158;308155;gw
191094,4;365646,11;7004359;342733;gw
331045,45;317029,24;7004555;370809;gw
636837,12;442546,41;1002527;353730;gw
126183,3;405084,95;8002142;327551;gw
618748,98;478995,84;9002159;333021;gw
227816,82;379816,85;7002196;339200;gw
585451,61;313949,06;6003365;349225;gw
480989,22;479302,56;4002788;377218;gw
437832,81;462892,91;4003023;374868;gw
553640;380143,72;6003630;358630;gw
642406,26;481012,84;3002486;305318;gw
240832,66;375875,75;7002312;346353;gw
601413,45;341410,84;6003138;343590;gw
275113,56;382513,83;7002164;334870;gw
475604,05;310090,27;2002133;338632;gw
382874,89;462812,64;4003247;344622;gw
630543,14;459475,16;11002122;301358;gw
464847,98;480726,9;4002125;307827;gw
393790,62;317043,24;2002067;317834;gw
583563,61;503623,84;3002334;303768;gw
486514,14;483106,93;4002145;308023;gw
627680,27;491791,84;9002211;341032;gw
561111,7;346599,62;6002800;336974;gw
469311;406697,62;6003482;349985;gw
138223,6;393177,92;8002171;327882;gw
192164,92;392868,81;7002104;334268;gw
643700,24;465894,43;3002052;300731;gw
455799,23;474506,07;4002843;376053;gw
561657,25;317210,68;6003582;356683;gw
554426,51;311740,25;6003301;343103;gw
629781,49;480205,34;9002199;333823;gw
658192,72;475032,72;10001056;331058;gw
598061,4;493167,37;3002370;304121;gw
502936,43;476111,88;4002183;308403;gw
546893,66;481779,24;3002674;322792;gw
614326,83;483929,4;9002272;350090;gw
458516,38;293987,97;2002116;338277;gw
361474,38;324247,15;7004189;346866;gw
554450,63;327352,09;6003607;356907;gw
525384,82;471709,4;3002707;326660;gw
469894,92;482317,33;4002857;376996;gw
414952,68;335599,31;2002291;338707;gw
457333,75;490804,63;4002020;306779;gw
656380,36;484887,47;3002813;331223;gw
627541,58;490953,07;9002136;319772;gw
470936,08;482029,36;4002730;376913;gw
235482,15;378115,37;7002142;334649;gw
665665,27;434919,83;1002160;319608;gw
481220,66;480757,32;4002360;316430;gw
159099,13;384260,08;8002377;347435;gw
480959,38;481877,77;4002796;377358;gw
559074,14;355315,4;6002030;310201;gw
633520,04;482193,06;9002232;341453;gw
378153,74;482338,86;4002637;374173;gw
632140,95;457901,41;11002125;331694;gw
247776,65;375487,48;7002133;334557;gw
675665,51;463824,92;1002318;345140;gw
602430,92;368548,62;6003355;372243;gw
608110,8;354775,02;6002514;328591;gw
141505,68;376561,35;8002314;347278;gw
473371,97;487625,77;4002872;377929;gw
634294,72;459533,04;11002022;300822;gw
647325,87;475948,25;3002709;326686;gw
478451,73;487408,25;4002679;376509;gw
635612,99;461285,86;11002020;300806;gw
118881,92;379168,84;8002145;327585;gw
137118,28;361729,06;8002294;347104;gw
127988,03;394263,05;8002198;328161;gw
663598,76;450690,15;1002187;326280;gw
278234,86;384777,84;7002112;334342;gw
498590,47;481644,91;4002330;314641;gw
628024,03;487138,82;9002145;330068;gw
513718,12;325428,93;2002350;351643;gw
125176,04;372725,3;8002053;321638;gw
470810,92;489397,38;4002511;324137;gw
309814,1;408195,45;7002214;339390;gw
659553,21;442292,16;1002390;345744;gw
627373,11;469098,24;3002000;300012;gw
595957,71;343209,22;6002552;328989;gw
387286,14;477929,25;4003226;344481;gw
442276,52;466335,59;4002995;376814;gw
328059,81;316462,48;7004559;370841;gw
455553,3;474948,39;4002969;376012;gw
481138,85;483646,78;4002449;323493;gw
661227,6;482422,15;3002439;304832;gw
631410,37;459571,47;11002065;317446;gw
332535,53;404304,98;7004398;370569;gw
579839,07;497543,62;3002580;315630;gw
438921,12;464805,28;4003012;374728;gw
151626,98;364133,74;8002239;332114;gw
275587,81;383419,61;7002118;334409;gw
657346,5;477657,41;3002418;304600;gw
630914,16;481075,37;9002303;350280;gw
302777,02;398684,92;7004676;358895;gw
546910,84;345446,31;6002804;340034;gw
372554,12;447502,44;5002161;347674;gw
572362,32;338003,57;6003304;343129;gw
126939,21;372131,48;8002061;321711;gw
281632,51;387979,88;7002063;330845;gw
634893,77;481530,25;9002242;341651;gw
604337,43;491229,01;3002350;303925;gw
151281,08;346308,35;8002265;332437;gw
189272,07;345977,02;7004647;358440;gw
123726,11;392862,62;8002192;328096;gw
489180,87;347203,01;6003508;356295;gw
456556,13;494916,73;4002040;306977;gw
619729,64;499785,94;3002894;337048;gw
587325,58;318412,35;6002187;311779;gw
672707,34;472697,91;1002512;353656;gw
570670,55;321800,53;6002633;329805;gw
238524,91;382469,39;7004194;346940;gw
252883,61;374854,48;7002228;339556;gw
626795,13;489685,63;9002074;312777;gw
127162,11;370587,26;8002054;321646;gw
555935,04;358661,66;6002377;318923;gw
453195,98;491639,08;4002094;307512;gw
455069,12;473946,37;4002847;376111;gw
127068,03;404290,41;8002098;322115;gw
310723,68;409166,31;7002248;339788;gw
424588,55;319432,19;2002380;351825;gw
449455,1;493403,29;4002063;307207;gw
366203;477220,7;4003126;344085;gw
480507,04;301890,66;2002089;318063;gw
270533,57;380148,94;7002213;339382;gw
595625,81;315991;6002772;336693;gw
634663,91;529533,65;3002882;331926;gw
654653,41;528576,34;3002885;331959;gw
608633,48;500620,57;3002302;303446;gw
122017,65;388901,68;8002188;328054;gw
458145,18;491646,54;4002041;306985;gw
229617,01;380952,83;7002145;334672;gw
562183,35;349786,12;6002243;314955;gw
659308,11;439195,17;1002031;305805;gw
489330,21;312116,09;2002454;354431;gw
114523,67;380427,26;8002118;322313;gw
302674,03;399205,66;7002041;330621;gw
670800,33;457989,34;1002292;335885;gw
403294,13;325720,92;2900065;359950;gw
577474,5;315127,45;6003527;356329;gw
296567,35;396392,24;7004888;360388;gw
223431,61;344626,65;7004804;359257;gw
669864,17;478147,04;3002815;331249;gw
442061,99;464527,63;4002675;375295;gw
496768,56;480560,83;4002224;308817;gw
226531,27;379898,41;7002191;339150;gw
562543,14;334788,1;6002405;319202;gw
459057,02;488471,82;4002087;307447;gw
566762,63;327677,62;6002109;310995;gw
658447,64;479793,82;3002435;304790;gw
267353,18;378846,55;7002006;330274;gw
189438,36;404338,31;7004319;342675;gw
523140,62;380322,47;6002745;336420;gw
569100,31;324724,35;6003390;353276;gw
540411,56;520311,33;3003074;337469;gw
479040,84;481397,22;4002367;316505;gw
634248,44;500502,68;3002419;304618;gw
189367,07;346053,28;7004295;342477;gw
138900,6;392983,26;8002172;327890;gw
140750,58;358390,18;8002260;332387;gw
597996,3;495315,92;3002365;304071;gw
472342,05;486751,18;4002491;323915;gw
561198,07;534678,16;3002868;331785;gw
559146,63;343725,83;6002610;329573;gw
461781,47;476465,78;4002345;316281;gw
313745,7;403578,31;7004643;358408;gw
256082,97;376245,06;7002153;334755;gw
438478,66;297599,63;2002016;309716;gw
454134,89;493226,83;4002014;306712;gw
378622,87;433241,58;5002268;347906;gw
536470,87;390059,54;6002666;332635;gw
386740,88;410788,59;5002001;319822;gw
569167,27;322674,04;6002738;336354;gw
565511,31;328892,96;6002116;311068;gw
371683,23;467078,31;4003125;344093;gw
265733,56;378719,22;7002002;330233;gw
607025,83;355021,26;6002512;328575;gw
240603,81;377297,12;7002023;330449;gw
386379,48;409435,61;5002269;347922;gw
128219,22;404087,56;8002141;327544;gw
678066,41;450372,91;1002250;335422;gw
626936,45;463426,93;3002928;337345;gw
148528,29;363824,75;8002238;332106;gw
387427,52;409959,91;5002441;358036;gw
645500,58;409508,39;1002274;335661;gw
530172,56;476510,13;3002250;302927;gw
633773,93;482367,44;9002121;319616;gw
294951,92;395666,75;7002166;334904;gw
124296,01;372956,55;8002767;357251;gw
606257,96;375325,09;6003436;349647;gw
455025,18;489006,55;4002080;307371;gw
490699,43;483927,7;4002218;308759;gw
454486,63;487556,19;4002081;307389;gw
671907,17;442892,12;1002414;345827;gw
633473,43;411602,61;1002362;345520;gw
594442,97;362293,84;6003454;349522;gw
409075,72;503638,01;4003122;344051;gw
214442,19;388266,29;7004391;342824;gw
439617,35;465266,96;4002663;374504;gw
604702,79;493346,18;3002878;331884;gw
566541,8;330452,17;6003663;358804;gw
471448,69;301868;2900045;360057;gw
601083,18;329910,72;6003468;349795;gw
595074,24;362967,47;6003510;372318;gw
633755,49;487458,16;9002176;333369;gw
439580,28;298799,46;2002027;309823;gw
621948,78;469167,45;3002574;314104;gw
128671,14;370580,6;8002072;321828;gw
375736,76;307013,34;2002386;351940;gw
120242,15;376163,43;8002031;321414;gw
511242,81;301736,85;2002159;338087;gw
387183,24;467560,04;4003322;381327;gw
468176,85;479474,27;4002739;375451;gw
609949,38;424615,44;3003060;337410;gw
662562,62;518787,43;3002495;305409;gw
113147,14;381694,92;8002446;379073;gw
508328,01;364825,6;6002012;310029;gw
227800,37;379431,85;7002193;339176;gw
289284,75;384850,07;7002077;330985;gw
238993,72;377498,45;7002070;330910;gw
634478,91;458057,29;11002079;326538;gw
139991,97;392396,67;8002173;327908;gw
318194,9;394724,91;7004642;358382;gw
591105,26;317843,69;6002578;329243;gw
549315,25;343562,19;6002803;340042;gw
188385,72;404345,96;7004321;342642;gw
490380,08;485883,83;4002293;314278;gw
672838,45;452326,23;1002089;306399;gw
481748,52;483272,35;4002446;323469;gw
632203,79;483906,58;9002208;334003;gw
537829,77;351210,66;6003604;356873;gw
566506,36;326876,41;6003244;349118;gw
659266,93;436871,57;1002040;305896;gw
119496,26;403684,19;8002228;328500;gw
190600,06;403371,1;7004357;342717;gw
677994,01;465824,46;1002253;335455;gw
481967,32;482095,74;4002154;308114;gw
289543,81;393258,96;7002040;330613;gw
128901,16;369587,63;8002073;321836;gw
647438,58;444205,74;1002111;313304;gw
375579,55;437991,22;5002100;321133;gw
121537,02;374480,43;8002024;321349;gw
607564,51;342050,39;6003140;343616;gw
201217,41;399950,18;7002160;334839;gw
330802,18;317019,93;7004556;370817;gw
570038,02;322586,52;6002783;336800;gw
562386,06;352546,98;6002039;310292;gw
661040,58;435846,89;1002373;345629;gw
223163,86;343178,5;7004802;359224;gw
507154,74;312130,89;2002555;354522;gw
631587,75;491768,75;9002082;312850;gw
449999,81;494461,02;4002058;307157;gw
646300,32;444552,47;1002183;326249;gw
379775,92;443086,05;5002420;358002;gw
603343,36;315866,41;6003382;349381;gw
572319,03;483864,03;3002681;322867;gw
274374,7;381468,47;7002117;334391;gw
520287,44;458186,25;3002845;331553;gw
473007,47;484826,28;4002924;378679;gw
226576,67;379621,55;7002194;339184;gw
494903,31;478763,41;4002720;378109;gw
474871,07;360034,83;6002727;336248;gw
470733,57;491845,47;4002437;323378;gw
360268,63;324406,9;7004692;358960;gw
428704,09;308784,17;2002321;351593;gw
663471,45;475396,63;10001062;331132;gw
339812,57;344114,71;7004231;346957;gw
463697,41;491884,1;4003043;374637;gw
241177,44;377065,23;7002025;330464;gw
